,Titulo,Autor,Referencia,Texto,link
472,Disputan Guamúchil,,,"· Seis personas murieron durante un enfrentamiento armado entre bandas del crimen organizado en Guamúchil, la madrugada de ayer. Fuentes policiacas informaron que la balacera se prolongó una hora.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880058&TipoTrans=8
473,Ejecutómetro,,,"Enfrentamientos tuvieron lugar en Guerrero, Tamaulipas y Sinaloa  27 de mayo al 2 de junio de 2017223 ejecuciones215 hombres18 mujeres Acumulado anual3,925 Acumulado sexenal33,023    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880059&TipoTrans=8
474,Exportan azúcar más barata a EU,Moisés Ramírez,Tiene edulcorante mayor precio en el país. Acusan dumping de mexicanos en colocación de producto,"Los ingenios azucareros del país venden su producto hasta 27 por ciento más caro en México que en Estados Unidos, lo cual es usado por sus competidores estadounidenses como argumento para acusarlos de dumping.La Asociación de Azucareros de Estados Unidos (ASA, por sus siglas en inglés) refiere que, según el Derecho Mercantil Internacional, comete dumping no sólo quien exporta sus productos a precios por abajo de su costo de producción sino también quien lo vende al exterior a un precio menor que el de su mercado local.Argumenta que, al hacer ésto, evitan inundar su mercado interno y mantener precios altos que hagan mas rentable su mercado interno.""Al depositar su excedente en un mercado extranjero, un país exportador puede mantener los precios internos a un nivel más alto y más rentable para los productores nacionales"", refiere la ASA.Un análisis elaborado por REFORMA, con base en cifras del Sistema Nacional de Información e Integración de Mercados (SNIIM) y del Departamento de Agricultura de Estados Unidos, confirma que desde hace un año los precios del azúcar al mayoreo y medio mayoreo en México son más altos que los del país del norte.En abril pasado ese diferencial alcanzó 27 por ciento, aunque en agosto del 2016 llegó hasta 29 por ciento.Desde abril de 2016 el precio del edulcorante en México comenzó a escalar alcanzando actualmente niveles históricos de 862 pesos el bulto de 50 kilogramos de azúcar refinada y 805 la estándar, de acuerdo con el SNIIM, organismo de la Secretaría de Economía.El Inegi refiere que en los últimos 12 meses el endulzante acumula un aumento del 21.28 por ciento a nivel nacional.La industria azucarera de Estados Unidos refiere que sus competidores en México han logrado incrementar sus precios en el mercado interno, a base de enviar sus excedentes de producción a la Unión Americana (vía cupos), generando así un diferencial de precios entre ambos países.Por esta razón, acusan a los ingenios mexicanos de cometer dumping y añaden que eso muestra que México incumplió con el Acuerdo pactado en 2015 de poner fin a las prácticas desleales de comercio.El estudio arroja, por ejemplo, que en agosto del año pasado el azúcar, al mayoreo y medio mayoreo, se vendió en el mercado de abastos de la Ciudad de México a un precio equivalente a 36.71 centavos de dólar la libra, 28.8 por ciento por arriba de los 28.50 centavos que valía en ese mes en Estados Unidos.  Fecha límite El Departamento de Comercio de EU puso como fecha límite el 5 de junio para lograr un acuerdo azucarero con México. · EU amenaza con aplicar aranceles y medidas compensatorias contra presuntos subsidios sobre las importaciones del azúcar mexicana · Las exportaciones a EU se rigen bajo los Acuerdos de Suspensión, tras la acusación de que el país enviaba el producto con precios dumping y que otorgaba subsidios · El Secretario de Comercio de Estados Unidos, Wilbur Ross, dijo esperar una solución negociada con México sobre el azúcar    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880060&TipoTrans=8
475,Aumentan ventas al exterior,Ernesto Sarabia,,"En el primer cuatrimestre del año las exportaciones de México a Estados Unidos subieron 5.45 por ciento con respecto al mismo lapso de 2016, el mayor incremento en cinco años en un periodo similar.Las ventas destinadas al país del norte en ese periodo sumaron 100 mil 603 millones de dólares, un monto sin precedentes, indican datos oficiales del Departamento de Comercio estadounidense.El desempeño del sector fabril ha sido determinante para la demanda de mercancías mexicanas en Estados Unidos.Las importaciones desde Estados Unidos sumaron 77 mil 566 millones de dólares, un 3.85 por ciento más que en los primeros cuatro meses del año anterior.El saldo comercial a favor de México en su comercio con Estados Unidos quedó en 23 mil 37 millones de dólares en el lapso analizado, un 11.22 por ciento más que el mismo periodo de 2016.En ese periodo, en el que México figuró en el segundo lugar, el mayor déficit comercial de Estados Unidos fue con China, el cual sumó 106 mil 481 millones de dólares, un 4.2 por ciento más a tasa anual.Con Japón el déficit estadounidense sumó 22 mil 596 millones de dólares y con Alemania 20 mil 55 millones, de acuerdo con las estadísticas oficiales.  Favorables El comercio bilateral entre México y Estados Unidos llegó a 44 mil 22 millones de dólares en abril pasado.· 25,158 mddexportaciones mexicanas · 18,864 mddimportaciones desde EU · 6,294 mddsuperávit en favor de México    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880061&TipoTrans=8
476,Lamentan salida,Silvia Garduño,,"La Alianza del Pacífico, integrada por México, Colombia, Chile y Perú, lamentó la decisión del Presidente de Estados Unidos, Donald Trump, de renunciar al Acuerdo de París sobre cambio climático.En nombre del bloque, el Canciller chileno Heraldo Muñoz dijo que salida de Estados Unidos de este instrumento es de alta preocupación y de profunda decepción.""Muchos de nuestros países son países vulnerables al cambio climático y lo que podemos decir es que mantenemos nuestro compromiso multilateral con el Acuerdo de París, porque de ello depende la suerte de las futuras generaciones"", comentó.Los Cancilleres de la Alianza del Pacífico sostuvieron un encuentro de trabajo en la Ciudad de México.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880062&TipoTrans=8
477,Observa Krauze unidad nacional ante Trump,REFORMA / STAFF,,"El historiador Enrique Krauze manifestó que México ha actuado con prudencia frente al Presidente de Estados Unidos, Donald Trump, a quien consideró como un ""personaje"" que ha conseguido unir a los mexicanos frente al peligro y la insolencia.""A Donald Trump le debemos los mexicanos habernos unido ante el peligro, la insolencia, la tontería y la arrogancia"", señaló antes de impartir la conferencia ""El populismo y la libertad"", en Zaragoza (España).Krauze sostuvo que Trump llegó por accidente a la Casa Blanca y que en el fondo es su peor enemigo, de acuerdo con la agencia EFE.Ante las políticas de Estados Unidos hacia México, Krauze apuntó que el Gobierno del Presidente Enrique Peña Nieto ha actuado con prudencia, como se trata a un enfermo mental.Manifestó que ambos países resolverán de forma razonable las negociaciones para actualizar el Tratado de Libre Comercio de América del Norte (TLCAN), del cual también forma parte Canadá.""El daño, de cualquier manera, ya está hecho por el racismo infligido a los mexicanos que viven allá"", aseveró.El historiador señaló además que aunque los populismos que se dan en los países americanos y europeos son diferentes, ambos coinciden en la figura de un líder carismático que pretende identificarse con el pueblo y el pueblo con ella.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880063&TipoTrans=8
478,Plantea IATA mejorar las reglas sobre slots,Lilian Cruz,,"Mientras que el Gobierno federal busca ordenar a las aerolíneas para reducir demoras de sus vuelos, la Asociación Internacional de Transporte Aéreo (IATA, por siglas en inglés) reconoció los avances de la propuesta de la SCT enviada a la Cofemer, pero solicitó eliminar los criterios de puntualidad para conservar los slots que por su tiempo de operación han ganado (derechos históricos).Así lo informó este organismo internacional en un comentario emitido ayer a la Cofemer sobre las ""Bases generales para la asignación de horarios de aterrizaje y despegue (slots) en aeropuertos en condiciones de saturación"", el cual está en proceso de consulta.El comentario de más de 30 páginas fue firmado por Cuitláhuac Gutiérrez, director general en México.Si bien en lo general la IATA aplaude la intención de la Dirección General de Aeronáutica Civil (DGAC) de implementar un plan para la gestión de franjas horarias en el AICM, conforme a las mejores prácticas internacionales, considera que los criterios de puntualidad para conservar slots antiguos perjudica el objetivo de seguir las mejores prácticas internacionales.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880064&TipoTrans=8
479,Recurren a Facebook,,,"· GUADALAJARA. En México, un millón 500 mil pequeñas y medianas empresas usan Facebook como herramienta de negocios. Patrick Hruby, director de Pymes de Facebook para América Latina, dijo que pueden aumentar sus ventas hasta en 80 por ciento.   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880065&TipoTrans=8
480,Ingreso por crudo,,,"· Pemex aumentó 40.4 por ciento su ingreso por ventas de crudo al mercado estadunidense en el primer cuatrimestre de 2017 frente al mismo periodo de 2016, reveló el Departamento de Comercio de EU.La empresa exportó 65.8 millones de barriles por un monto de dos mil 953 millones de dólares a valor aduanal.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880066&TipoTrans=8
481,Cautela cambiaria,,,"· El dólar al menudeo cerró ayer en 19 pesos a la venta, 10 centavos más que el jueves, como una señal de cautela de inversionistas ante las elecciones del domingo en el Estado de México. Con esta variación, la moneda mexicana perdió en la semana pasada 20 centavos frente a la divisa estadounidense.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880067&TipoTrans=8
482,Pierde la Bolsa,,,· El IPC cerró con un alza de 0.44 por ciento con respecto al jueves y se ubicó en 49 mil 317.38 unidades. El principal referente de la Bolsa Mexicana de Valores fue arrastrado en su evaluación semanal por la baja de casi uno por ciento del miércoles y acumuló una pérdida de 0.72 por ciento.    ,https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880068&TipoTrans=8
483,Se brincan a Trump para cuidar el planeta,Hiroko Tabuchi y Henry Fountain,Buscarán entidades de EU cumplir objetivos de Acuerdo de París. Refrendan Europa y China compromiso con el pacto,"The Nyt News Service NUEVA YORK.- Líderes de ciudades, entidades y compañías estadounidenses se comprometieron ayer a combatir el cambio climático, pese al anuncio del Presidente Donald Trump de abandonar el Acuerdo de París.Un grupo de al menos 30 Alcaldes, 7 Gobernadores, 100 empresarios y más de 80 presidentes de universidades se alistan para presentar un plan climático ante la ONU que los obliga a cumplir con la meta de reducción de gases de efecto invernadero que le corresponde a Estados Unidos según el pacto climático firmado en 2015.""Vamos a hacer todo lo que Estados Unidos hubiera hecho si hubiera seguido comprometido (con el Acuerdo)"", aseguró el ex Alcalde de Nueva York Michael Bloomberg.Afirmó, además, que si los adherentes redoblaban sus actuales esfuerzos climáticos podían lograr, e incluso rebasar, el compromiso de la Administración de Barack Obama de reducir para 2025 un 26 por ciento las emisiones de gases invernadero, según los niveles de 2005.Hasta ayer era poco claro cómo funcionaría el plan, pues no existe un mecanismo para adherir al Acuerdo de París a miembros que no sean países, de acuerdo con Christina Figueres, secretaria de la Convención sobre el Cambio Climático de la ONU.Por otra parte, aseguró que Estados Unidos debe seguir reportando el número de emisiones frente al organismo, pues la salida del país se concretará hasta 2020.Alcaldes de Los Ángeles, Atlanta y Salt Lake City estuvieron entre los firmantes, además de los Gobernadores demócratas de Nueva York, California, Washington, Rhode Island, Connecticut y los republicanos de Vermont y Massachusetts.Entre los pasos que pueden tomar las ciudades y entidades para reducir las emisiones de carbono está la negociación de contratos locales para utilizar fuentes de energía renovable y mejorar la circulación vial y el tratamiento de aguas residuales.Las reacciones internacionales también apuntaron a nuevos esfuerzos contra el cambio climático.Enviados de China y la Unión Europea celebraron ayer una cumbre bilateral en Bruselas en la cual dejaron claro su firme defensa del Acuerdo climático, en el cual 195 países se comprometieron a reducir sus emisiones de carbono para sólo permitir un aumento de 2 grados centígrados en la temperatura.Además, la Canciller alemana, Angela Merkel, refrendó su compromiso.""En Alemania, en Europa y en el mundo, nos uniremos para asumir y afrontar con éxito los grandes retos a los que se enfrenta la humanidad"", aseveró.Pese a la condena de políticos y empresarios de varios países, Robert C. Orr, uno de los arquitectos del Acuerdo firmado en 2015, señaló que la decisión de Donald Trump estaba motivando a la gente a comprometerse a combatir el cambio climático.""El choque eléctrico de las últimas horas está acelerando un proceso que ya estaba en movimiento"", afirmó.""No sólo es el volumen de actores el que crece, también es que están empezando a coordinarse de un modo más integral"", agregó.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=1880069&TipoTrans=8
