,Titulo,Autor,Referencia,Texto,link
156,MIRADOR,Armando Fuentes Aguirre,,"Se cuenta de un viajero que llegó en su automóvil a un pequeño pueblo. Había extraviado el rumbo y no sabía qué camino tomar para volver a la carretera principal. En la plazuela del lugarejo vio a un anciano, y le ofreció unos pesos si lo llevaba allá.-No puedo acompañarlo, señor -se disculpó el viejito-. Tengo un compromiso de importancia.El forastero se extrañó. ¿Qué compromiso importante podía tener el vejete en un lugarejo como aquél? Le preguntó: -¿Qué compromiso tiene?Respondió el anciano: -Debo ir a la boda de mi padre.-¡No lo puedo creer! -se admiró el otro-. ¿Qué edad tiene usted?-90 años -contestó el interrogado.-¿Y su papá?-110.El viajero exclamó, estupefacto: -¿Y a los 110 años de edad quiere casarse su padre?Replicó el ancianito: -No quiere. Tiene qué.Las historias de pueblo tienen gracia. Y muchas gracias tiene el pueblo, pero la demagogia no las ve.¡Hasta mañana!...     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189988&TipoTrans=8
157,Facilitan a los estados adquisición de deuda,Martha Martínez,Modifican Ley de Disciplina Financiera de Entidades Federativas. Podrán Gobiernos locales redirigir recursos ante emergencias,"El pleno de la Cámara de Diputados aprobó reformas que flexibilizan la adquisición de deuda de estados y municipios y permiten que los recursos para desastres naturales sean redireccionados a la atención de emergencias sanitarias.Con 303 votos a favor, 93 en contra y dos abstenciones diputados de Morena, PRI, PAN, PRD y Movimiento Ciudadano avalaron en lo general y en lo particular reformas a la Ley de Disciplina Financiera de las Entidades Federativas y la expedición de una nueva ley en la materia que, además, permite a los gobiernos locales y municipales contratar personal adicional para atender la emergencia sanitaria.La reforma impulsada por legisladores de todas las bancadas, a excepción del Partido del Trabajo, establece que los estados podrán optar por un balance presupuestario negativo, con lo que podrán solicitar más endeudamiento cuando sean necesarias acciones extraordinarias en materia de salubridad general.""(Se podrá incurrir en un Balance presupuestario de recursos disponibles negativos cuando) el costo de las acciones extraordinarias en materia de salubridad para prevenir y combatir cualquier daño a la salud, que sea reconocido oficialmente por la autoridad competente"", señala.Las modificaciones avaladas, luego de que el pleno rechazó dos reservas del PRI y de MC, establecen que los gobiernos locales también podrán reestructurar la deuda sin contar con la autorización de sus Congresos cuando se presenten situaciones extraordinarias por la ocurrencia de desastres naturales y de emergencias sanitarias declaradas por la autoridad competente.Esta medida, señala el documento, deberá tener como objetivo el diferimiento de pagos de capital e intereses por un plazo de hasta tres meses adicionales al originalmente pactado, y para ello las modificaciones deberán celebrarse en el periodo en el que se encuentra vigente la declaratoria de desastre natural o emergencia sanitaria.Además, señala que cuando el PIB registre una reducción de más del 5 por ciento las entidades federativas y municipios podrán reestructurar las obligaciones a corto plazo contratadas durante el ejercicio fiscal de dicha disminución.Las reformas incorporan la definición de emergencia o contingencia sanitaria, para que los recursos previstos en los presupuestos estatales para desastres naturales, también se destinen a acciones extraordinarias en materia de salubridad general.Además, faculta a los estados para que a partir de este año puedan contratar personal de salud adicional, toda vez que actualmente la ley prohíbe incrementar el rubro de Servicios Personales una vez que los presupuestos locales han sido aprobados. ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189951&TipoTrans=8
158,Resaltan beneficios,Martha Martínez,,"Patricia Terrazas, presidenta de la Comisión de Hacienda y Crédito Público de la Cámara de Diputados, indicó que las modificaciones a la Ley de Disciplina Financiera de las Entidades Federativas no contravienen la Constitución.Lo anterior, porque la reforma establece que la reestructura de la deuda deberá hacerse bajo las mejores condiciones de mercado, los estados y municipios podrán contratar obligaciones de corto plazo a efecto de solventar problemas de liquidez siempre que éstos sean pagados en su totalidad tres meses antes de concluir su administración y deberán rendir cuentas al Congreso de sus estados.Las modificaciones, dijo la panista, tienen como objetivo sentar las bases de actuación ante una situación de pandemia o emergencia sanitaria como la actual.    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189952&TipoTrans=8
159,Rechazan financiar beisbol olímpico,REFORMA / STAFF,,"El Instituto Mexicano del Seguro Social (IMSS) rechazó que fuera a financiar al selectivo mexicano de beisbol para los Juegos Olímpicos Tokio 2021.No obstante, señaló que utiliza fondos para promover el deporte, entre ellos el beisbol, el favorito del Presidente.""Los recursos del programa de beisbol proceden del Gobierno federal y, dada la trayectoria histórica del IMSS en la promoción del deporte, son gestionados por un fideicomiso especializado a través del convenio suscrito entre el Instituto y la Secretaría de Educación Pública. En modo alguno se utilizan fondos del IMSS para dicha finalidad"", indicó en una tarjeta informativa.REFORMA publicó ayer que el Instituto lanzó una licitación para contratar a dos instructores, un visor y un director técnico de beisbol, y otra para capacitar a 30 personas como docentes para entrenar a los jugadores que participarán en la justa olímpica.El 27 de septiembre, el ex ligamayorista Edgar González, titular de la Oficina de la Presidencia para Promoción y Desarrollo del Beisbol en México (Probeis), informó que el dinero para la selección no se había podido ejercer, pero que está en el Fideicomiso para el Desarrollo del Deporte del IMSS.""El IMSS se siente orgulloso de que, dada su función de difusión y fortalecimiento del ejercicio físico y deporte como una de sus misiones institucionales en el campo del bienestar, se le haya reconocido para colaborar en el impulso de diferentes disciplinas deportivas, en el caso que nos ocupa el beisbol"", indicó.""El convenio (con la SEP) busca favorecer de manera directa la promoción de la práctica deportiva en todas las disciplinas entre los derechohabientes y beneficiarios del Instituto a través de las instalaciones deportivas en todo el país"". ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189953&TipoTrans=8
160,Va AMLO con Dodgers,,,"El Presidente Andrés Manuel López Obrador, aficionado al beisbol, dijo apoyar al equipo de Los Dodgers en la Serie Mundial, que arranca hoy. ""Voy Dodgers para que sea campeón de la Serie Mundial de este 2020"", afirmó en un video difundido en sus redes sociales.      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189954&TipoTrans=8
161,Manuel J. Jáuregui / ¿Sabía y no actuó?,Manuel J. Jáuregui,,"Ayúdennos con esto, amigos lectores, si en boca cerrada no entran moscas, entonces debe ser igualmente cierto que en boca abierta entran o salen moscas, ¿o acaso las dos cosas?Afirmó ya en dos ocasiones -cuando menos- el Presidente López que él supo 15 días antes que Estados Unidos investigaba al General Salvador Cienfuegos, ex Secretario de la Defensa.Si esto es cierto ¿cómo fue que el Presidente le dio tan poca importancia al hecho?¿No le avisó al General Luis Cresencio Sandoval, actual jefe de la Sedena, que venía un golpe duro contra el prestigio del Ejército?¿No le pidió informes a su Fiscal General, Gertz Manero?¿No abrió su Gobierno una investigación propia -incluso un juicio militar para dar un golpe preventivo- y así hacer que la justicia se hiciera en México y no fuera de México?Está sumamente raro que, avisado de la investigación de la DEA contra el más prominente militar jamás acusado de proteger cárteles, el Presidente dejara pasar la rola sin siquiera intentar un disparo a primera para sacar el out.Cabe la posibilidad de que no supiera nada y ahora lo improvisa para aparentar gozar de mucha confianza por parte de los vecinos al norte del Bravo, que seguro no quedaron nada contentos con él cuando dejó ir al hijo de ""El Chapo"", contra quien los vecinos tenían una orden de aprehensión.Recordemos que los norteamericanos detuvieron igualmente al ex Fiscal de Nayarit (donde Cienfuegos fue jefe de la Zona), Édgar Veytia, y obviamente a Genaro García Luna, ex Secretario de Seguridad con Calderón.Estira mucho la credulidad pensar que, sabiendo que venía algo perjudicial para el prestigio del Ejército, el Presidente, Sandoval y Gertz Manero se hayan cruzado de brazos y dejaran que cayera el golpanazo en seco.Lo más probable es que no sabían ni máiz, ya que de haber sabido lo hubieran detenido ellos mismos aquí.¡No lo hubieran dejado salir de México campante para que le echaran el guante allá causándole un gran bochorno a la imagen de nuestro País!Otra incongruencia es que ayer mismo el Presidente afirmó que va a pedir informes a Estados Unidos para saber de qué se le acusa.¡Pos si ya sabe!No necesita los informes de los vecinos, pues la Fiscalía, la Guardia y el Secretario de Seguridad Durazo saben, o deben saber, quiénes conforman el Cártel de los Beltrán Leyva y quiénes forman el ""H2"" y qué hizo por ellos la Sedena todo el pasado sexenio, y antes de eso lo que dejó de hacer como jefe de la Zona en Nayarit el General Cienfuegos.Resulta altamente vergonzoso para México que sea en Estados Unidos donde saben todo respecto a las fechorías aquí cometidas, mientras que nuestro Gobierno no sabe nada.Y cuando dice que sabe, resulta que NO HIZO maldita cosa.Bueno ¿y qué onda?, ¿seguimos con el rollo ese de ""ABRAZOS, NO BALAZOS""?¿O eso ya de plano quedó descartado como muestra de lo mucho que se intenta en el discurso y que no funciona en este País de las Maravillas potenciales, pero del desastre en los hechos?Deben estar preocupados los vecinos norteamericanos respecto a lo poco que se hace aquí en la llamada ""lucha contra la delincuencia"".Por ejemplo, el caso del ex Fiscal Veytia, de Nayarit, y de su jefe Roberto Sandoval: está ya condenado en Estados Unidos, pero es fecha de que aquí en México no hay ni siquiera una investigación respecto a sus complicidades, ni pesquisas y órdenes de aprehensión contra los capos a los que ayudó en el trasiego de drogas y a los ajustes de cuentas con sus rivales.Si se le mete lupa a todos estos bochornosos incidentes revela un desentendimiento total y una falta de voluntad clarísima por llamar a cuentas a los grandes capos de las organizaciones narcoterroristas que operan en México generando violencia e inseguridad.Se maneja, eso sí, una serie de sofismas y falsedades respecto a las actividades criminales desde el huachicoleo hasta la extorsión, pasando por el tráfico de drogas: se nos dice que va decreciendo, que los apoyos que reparte el Gobierno van a acabar con esas actividades, que los jóvenes ya no se van a dedicar a eso, etcétera, etcétera.Lástima que nada de esto ha demostrado ser cierto, y con Cienfuegos en el bote quedan más potenciales culpables libres que presos.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189983&TipoTrans=8
162,Colaborador Invitado / Julio A. Santaella: La lente de la estadística,Colaborador Invitado,,"En un pasado no muy lejano los datos eran escasos y sólo disponibles para los expertos. Las fuentes de información eran entonces contadas y la temática limitada. Pasó el tiempo y la forma de producir y analizar los datos se fue sofisticando a la par que lo hacían la tecnología y la ciencia. En la actualidad la internet y las tecnologías de información posibilitaron generar enormes volúmenes de datos de un sinfín de temáticas y amplia disponibilidad.Sin embargo, en un mundo tan lleno de datos abunda información falsa, verdades a medias, o simplemente opiniones con poco o ningún fundamento objetivo. Los hechos y la verdad son con frecuencia difíciles de distinguir.El difunto senador estadounidense Daniel Patrick Moynihan señaló en alguna ocasión que: ""todo mundo tiene derecho a su propia opinión, pero no a sus propios hechos"". Son los datos los que nos permiten caracterizar objetivamente estos hechos.Pero los datos falsos pueden conducir a que hagamos diagnósticos equivocados, tengamos opiniones absurdas, planteemos soluciones inútiles o tomemos decisiones poco acertadas. Nadie quiere incorporar en su toma de decisiones información errónea o sesgada; la información debe ser confiable.El arte de distinguir, en este mar de información, entre aquélla confiable y relevante y la que no lo es, resulta fundamental en nuestros días. Y dado que el avance tecnológico no se detiene, cada vez tendremos más datos que procesar. En términos de Moynihan, tenemos que descubrir los hechos en medio de la cacofonía de los datos.Los datos son los mismos para todos y es a través de la lente de la estadística que podemos procesarlos y contextualizarlos. Las técnicas estadísticas sustentan la recolección de datos y su agregación; permiten hacer pronósticos en situaciones de incertidumbre y resolver problemas que impiden el progreso de nuestras naciones.Por lo tanto, es menester diferenciar entre fuentes que generan estadísticas con rigor metodológico, atendiendo a estándares internacionalmente aceptados -como el INEGI- y las que no. La estadística busca reflejar la realidad de un fenómeno social, por lo que resulta ser una herramienta útil para desentrañar los hechos.Por ello, hoy 20 de octubre, Día Mundial de la Estadística, invito a reflexionar en la importancia de contar con información confiable, que describe los sucesos que acontecen en nuestro mundo. Aprovechemos la estadística como una guía para distinguir hechos y formular opiniones basadas en la realidad. El autor es presidente del INEGI.@SantaellaJulio      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2189984&TipoTrans=8
163,Aprietan en Corte la política migratoria,,Analizarán casos en EU en 2021. Ponen en entredicho medidas de Trump sobre el asilo y el muro fronterizo,"THE NYT NEWS SERVICE WASHINGTON.- La Suprema Corte estadounidense acordó ayer revisar dos de las principales medidas migratorias del Gobierno del Presidente Donald Trump en la frontera sur, las cuales han sido determinadas como ilegales por tribunales de menor instancia.Las iniciativas que se examinarán son el Protocolo de Protección al Migrante (MPP, en inglés) que ha obligado al menos a 60 mil solicitantes de asilo a esperar en México mientras esperan su audiencia y el desvío de 2 mil 500 millones de dólares en dinero del Pentágono para construir el muro.Los tribunales inferiores bloquearon ambas medidas en el pasado, pero la Suprema Corte, en órdenes anteriores, permitió que permanecieran en vigor mientras avanzaban las apelaciones.Los jueces no escucharán ninguno de los dos casos hasta 2021, y el resultado de la elección presidencial del 3 de noviembre podría hacer que dichas políticas migratorias desaparezcan, o cuando menos que se reduzca su trascendencia.El candidato demócrata Joe Biden ha prometido que pondrá fin al MPP, conocido también como ""Quédate en México"", si llega a la Casa Blanca.Este programa se aplica a personas que salen de un tercer país y viajan por México para llegar a la frontera de Estados Unidos. Desde que se implementó la política a principios de 2019, ha habido informes generalizados de agresión sexual, secuestro y tortura, así como de campamentos insalubres.El Departamento de Justicia calculó a finales de febrero que aún había unas 25 mil personas en México que esperaban fecha para una audiencia en un tribunal estadounidense. Dichas sesiones fueron suspendidas por el Covid-19.Después de que la Suprema Corte accedió a escuchar el caso, Judy Rabinovitz, abogada de la Unión Estadounidense por las Libertades Civiles (ACLU, en inglés), dijo que espera que los magistrados protejan a sus clientes.""Los solicitantes de asilo se enfrentan a un grave peligro todos los días en los que esta política ilegal y depravada está en vigor"", dijo Rabinovitz.""Los tribunales han fallado repetidamente en contra (de la Administración Trump), y la Suprema Corte también debería hacerlo"".En el caso del muro, gran parte del dinero ya se ha gastado y se ha construido buena parte de él. Se desconoce qué podría suceder con los tramos que ya fueron edificados si el Gobierno federal pierde en la Corte, pero existe la posibilidad de que sean derribados.Biden ha dicho que dejaría de construir la valla si gana la Presidencia, pero no demolería lo que se levantó durante la Administración Trump.El caso del muro presentado ante la Suprema Corte gira únicamente en torno a los 2 mil 500 millones dólares que se tomaron del Pentágono para hacer la barrera, pero que eran para otros fines.El Gobierno federal ya ha construido 185 de los 207 kilómetros de la valla divisoria con ese dinero en California, Arizona, Nuevo México y Texas.CON INFORMACIÓN DE AP  ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190027&TipoTrans=8
164,Promete Washington trabajar con Arce,Reforma / Staff,,"LA PAZ.- Estados Unidos aseguró ayer que desea trabajar con el candidato presidencial del Movimiento Al Socialismo (MAS), Luis Arce, luego de su victoria con más del 50 por ciento de los votos, según encuestas de salida, en las elecciones del domingo en Bolivia.Washington manifestó que quiere promover la prosperidad económica, los derechos humanos y la libertad de prensa con el candidato del MAS, partido del ex Mandatario Evo Morales.""Felicitamos al Presidente electo de Bolivia, Luis Arce, y al Vicepresidente electo, David Choquehuanca, y al pueblo boliviano por su voto pacífico"", tuiteó el encargado de Latinoamérica en el Departamento de Estado, Michael Kozak.En tanto, ayer, el candidato presidencial de Bolivia Carlos Mesa, segundo en las encuestas de salida, reconoció el triunfo de Arce.""El resultado del conteo rápido es muy contundente y muy claro"", señaló.Mesa afirmó que será la cabeza de la Oposición para ""honrar"" a Bolivia.Hasta el cierre de esta edición, el conteo oficial tenía computadas 48.34 por ciento de las actas. Con ese porcentaje, Arce contaba con 47.10 por ciento de los votos, frente a 34.03 de Mesa.El Tribunal Supremo Electoral de Bolivia informó ayer que prevé que el Presidente electo asuma funciones a mediados de noviembre, pero advirtió que no es una fecha exacta debido a que debe darse el resultado final.Con la victoria virtual del MAS, Morales indicó que ""tarde o temprano"" volverá a Bolivia.""Es cuestión de tiempo. Mi deseo es volver"", expresó.Morales abandonó Bolivia en noviembre de 2019 tras renunciar a la Presidencia en medio de presiones policiales y militares por denuncias de un presunto fraude electoral.CON INFORMACIÓN DE AGENCIAS   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190028&TipoTrans=8
165,El padre del 'milagro boliviano',,,"REUTERS LA PAZ.- El ex Ministro Luis Arce, de 57 años, es conocido como el padre del ""milagro económico"" de Bolivia por su desempeño en la cartera de Economía en los casi 12 años del Gobierno del ex Presidente Evo Morales.Nacido en La Paz, hijo de maestros de escuelas públicas, el virtual próximo Mandatario se graduó en Economía en la Universidad Mayor de San Andrés y luego obtuvo una maestría en la Universidad de Warwick, en Inglaterra.Con Arce, Bolivia creció a un ritmo anual de 4.6 por ciento.El diario estadounidense The Wall Street Journal lo calificó como ""el hombre detrás del éxito de Morales"".    ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190029&TipoTrans=8
166,Llama Trump idiota a Fauci por pandemia,,,"AGENCIAS WASHINGTON.- El Presidente de Estados Unidos, Donald Trump, llamó idiota al principal experto de enfermedades infecciosas del país, Anthony Fauci, luego de que el doctor criticó su actitud ante la crisis del nuevo coronavirus.En una llamada con su equipo de campaña electoral, a la que tuvieron acceso medios locales, el Mandatario amagó con despedir a Fauci.""La gente está cansada del Covid. La gente está cansada de escuchar a Fauci y a todos estos idiotas, estos idiotas que no acertaron (en su pronóstico de la pandemia)"", manifestó Trump.""Cada vez que (Fauci) sale en televisión siempre hay un bombazo, pero sería un bombazo aún mayor si le despido (.) Es un desastre. Si lo hubiera escuchado, tendríamos 500 mil muertos (por coronavirus)"".Las declaraciones del Presidente se dieron un día después de que el máximo epidemiólogo de la nación comentó que no le sorprendió ""en absoluto"" que Trump enfermara de Covid-19, en una entrevista en CBS.Fauci criticó los mitines multitudinarios del Mandatario en plena pandemia y su aversión a recomendar el uso de mascarillas.En la llamada, Trump añadió que esperaba que hubiera periodistas escuchando para difundir lo que había dicho.La tensión entre el Presidente y Fauci ha ido en ascenso desde que comenzó la pandemia, debido a las diferencias que tienen sobre cómo responder al brote.El domingo, Trump dijo que su rival para la Casa Blanca, Joe Biden, escucharía a los científicos en caso de ganar en la elección del 3 de noviembre.""Si yo le hubiese hecho caso a los científicos, estaríamos ahora sumidos en una depresión masiva"", señaló el Mandatario.     ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190030&TipoTrans=8
167,Van a las urnas en Florida,,ELECCIONES 2020,MIAMI. Las urnas abrieron ayer en el estado clave de Florida para los electores que deseen votar por adelantado en las elecciones del 3 de noviembre. Medios locales reportaron largas filas durante horas desde la madrugada. EFE        ,https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190031&TipoTrans=8
168,Silenciarán a candidatos,,ELECCIONES 2020,"Los micrófonos del Presidente Donald Trump y su rival demócrata, Joe Biden, serán silenciados en el debate de este jueves para evitar interrupciones, que predominaron en el primer duelo. Ayer, el Mandatario estuvo en Arizona (foto) en un mitin de campaña. AP   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190032&TipoTrans=8
169,Rebasan contagios 40 millones,,Covid-19,"Los casos del nuevo coronavirus se aceleraron en el último mes a nivel mundial. Las 5 millones de infecciones más recientes se registraron en un récord de 15 días.(DÍAS TRANSCURRIDOS ENTRE CADA 5 MILLONES)DIC.31  1  MAY.20 1415,006,000  JUN. 28 3910,117,000 JUL.22 2415,223,000  AGO.1019 20,082,000 AGO.3020 25,221,000  SEP.17   1830,184,000OCT.4  1735,154,000OCT.1915 40,270,000   CONCENTRAN BROTE (TOTAL DE CASOS / % RESPECTO AL TOTAL)América18,730,00046.52%Sureste Asiático8,500,00021.25Europa8,050,00020.12Otros*4,720,00011.8*MEDITERRÁNEO ORIENTAL, ÁFRICA Y PACÍFICO OESTE   EL TOP 3 (TOTAL DE CASOS)EU8,201,554INDIA7,550,273BRASIL5,235,344  Fuente: Johns Hopkins y OMS  Fuente: Johns Hopkins y OMS ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190033&TipoTrans=8
170,Censuran movimiento en Tailandia,,,"BANGKOK. El Gobierno de Tailandia ordenó ayer investigar a cuatro medios locales y bloqueó aplicaciones de mensajería móvil para evitar convocatorias a marchas antigubernamentales; sin embargo, miles de estudiantes se congregaron para exigir la dimisión del Premier, Prayuth Chan-ocha. EFE      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190034&TipoTrans=8
171,Recluyen en granjas a migrantes en EU,,Prohíben salir a trabajadores agrícolas por Covid-19. Temen perder su permiso laboral si desobedecen las restricciones,"THE NYT NEWS SERVICE CHERITON.- Recolectores de tomates mexicanos han sido recluidos por la empresa Lipman Family Farms en Virginia, Estados Unidos, para evitar que el nuevo coronavirus se propague y ponga en riesgo la cosecha.Con pocas excepciones, se les ha ordenado que permanezcan en los campamentos, donde se encuentran alojados, o en los campos, donde trabajan.Las restricciones han permitido que las operaciones de Lipman funcionen sin problemas, con una carga de casos de Covid-19 sustancialmente menor que muchas granjas e instalaciones de procesamiento en todo el país que han luchado para contener grandes brotes.Pero han provocado que algunos migrantes se quejen de que su lugar de trabajo se ha convertido en una prisión.En Virginia, se acabaron las salidas semanales a Walmart; a El Ranchito, la tienda mexicana de conveniencia, para comprar pan dulce; y a la lavandería.""Ya aguantas mucho. Nunca esperé perder mi libertad"", dijo Martínez, de 39 años.Martínez contó que los trabajadores han pasado meses sin interactuar con nadie fuera de las granjas. Lipman finalmente cedió y organizó un viaje cuidadosamente controlado para comprar alimentos cada semana.""Eres prácticamente un esclavo"", acusó Jesús, otro migrante, quien como otros entrevistados pidió usar sólo un nombre o apellido por temor a perder su permiso de trabajo.La gran empresa del tomate ha podido imponer las restricciones a sus empleados porque están en deuda con la compañía por su visa laboral, vivienda y salarios.Los migrantes llegaron a EU bajo uno de los únicos programas de trabajadores temporales que quedan en el país, y quien se niegue a cumplir puede enfrentar la cancelación de sus contratos y la deportación inmediata.""Si los empleadores de cualquier industria le dijeran a los estadounidenses: 'No pueden dejar su lugar de trabajo', habría una protesta social"", apuntó Jason Yarashes, abogado principal del Legal Aid Justice Center en Virginia, quien se reunió con migrantes.Los trabajadores del campo son especialmente vulnerables a las enfermedades infecciosas, ya que a menudo se alojan en remolques o cuartos abarrotados, comparten cocinas y baños, y son transportados con hasta 40 personas en un autobús.Una vez que el nuevo coronavirus infecta a un empleado agrícola, es casi imposible evitar que lo contraiga el resto.Se han informado brotes importantes desde granjas de frutas y verduras en Florida y California hasta plantas empacadoras de carne y productos agrícolas en Dakota del Sur y Washington.Investigadores de la Universidad de Purdue estiman que más de 149 mil 500 empleados del campo habían enfermado de Covid-19 hasta el 16 de octubre, y 3 mil 750 habían muerto.Muchas operaciones agrícolas dependen de migrantes en el país ilegalmente para la gran mayoría de su fuerza laboral. Lipman, por el contrario, contrató a sus trabajadores bajo las visas para el campo H-2A.Según el programa, miles de trabajadores que cruzan la frontera con México antes de la cosecha cada año son transportados a recoger fresas en California, manzanas en Washington, tabaco en Carolina del Norte y tomates a lo largo de la costa este.Los empleadores patrocinaron un récord de 258 mil trabajadores para las visas temporales durante el año fiscal 2019. Lipman, que cultiva decenas de miles de hectáreas en varios estados, recibió la aprobación del Departamento de Trabajo para 2 mil 658 de esos puestos.La compañía no reveló el número total de casos del nuevo coronavirus en su personal, pero los trabajadores dijeron que no sabían de ningún caso en Virginia luego de unas seis infecciones que ocurrieron antes de que llegara la mayoría de los trabajadores de temporada.El director ejecutivo de Lipman, Kent Shoemaker, aseguró que la empresa está orgullosa de su historial de protección tanto a sus empleados como a las comunidades circundantes.""Al día de hoy, no tenemos contagios confirmados de Covid-19 en nuestras granjas o en nuestras instalaciones de empaque"", manifestó Shoemaker a mediados de octubre.""Y debido a estas prácticas en los últimos meses (en referencia a las medidas de aislamiento) nuestros casos positivos entre los trabajadores agrícolas se han mantenido sustancialmente bajos"".El Departamento de Salud de Virginia fue rechazado a principios de junio cuando se puso en contacto con Lipman para realizar pruebas a gran escala a sus empleados.La compañía no proporciona licencia por enfermedad pagada a los trabajadores de campo y no está legalmente obligada a hacerlo.   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190021&TipoTrans=8
172,Condenan disturbios,,,"SANTIAGO. Políticos oficialistas y de la Oposición, además de líderes religiosos, condenaron la quema de dos iglesias a manos de encapuchados el domingo durante las manifestaciones en Chile en conmemoración del primer aniversario del estallido social de 2019. AP      ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190022&TipoTrans=8
173,Muere uno en Chile en jornada violenta,,,"EFE SANTIAGO.- Una persona murió en un tiroteo durante las protestas del domingo por el primer año del estallido social en Chile, que dejaron también 643 detenidos debido a los disturbios que se originaron al anochecer.El saldo total de la jornada incluyó 116 agentes heridos, dos iglesias quemadas y comercios saqueados.Las manifestaciones se dieron a una semana de que 14.5 millones de chilenos decidan en un histórico plebiscito si quieren reemplazar la actual Constitución, heredada de la dictadura de Augusto Pinochet (1973-1990).El Presidente de Chile, Sebastián Piñera, pidió calma y tranquilidad.""La inmensa mayoría de los chilenos queremos vivir en democracia y en paz. No dejemos nunca que la violencia o la delincuencia le pongan barricadas o terminen destruyendo nuestra democracia"", apuntó.No obstante, alrededor de mil personas protagonizaron ayer una manifestación en Valparaíso. Los movilizados atacaron las vallas de seguridad del Congreso, y prendieron barricadas con fuego en puntos aledaños.También se intentaron saquear comercios, lo que provocó choques con otros manifestantes que intentaron detener este acto.La Policía dispersó las protestas con camiones lanzaagua.En tanto, las autoridades sanitarias denunciaron ayer que no se cumplieron las normas de distancia física en la masiva concentración celebrada el domingo en Santiago, y mostraron su preocupación por un posible ""rebrote"" de Covid-19.",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190023&TipoTrans=8
174,Lanza Francia redadas contra los islamistas,,,"THE NYT NEWS SERVICE PARÍS.- Francia lanzó ayer una campaña contra musulmanes acusados de extremismo, que consistió en realizar decenas de redadas y amenazar con expulsar a extranjeros, mientras crece la ira tras la decapitación de un profesor por mostrar caricaturas del profeta Mahoma en clase.Muchas de las personas aprehendidas en el operativo estaban en los archivos de la Policía por ""señales"" de posible radicalización, como compartir mensajes de odio en las redes sociales, dijo el Gobierno.Más de 200 individuos, la mayoría en prisión, fueron amenazados con una expulsión masiva.Otros grupos que fueron objetivo en las redadas incluyeron asociaciones musulmanas que anteriormente habían recibido subsidios del Gobierno por su trabajo en la promoción de mejores relaciones cívicas, y sólo 15 de las personas arrestadas tenían alguna conexión con el ataque del viernes al maestro.El alcance de la respuesta fue una señal de cómo el asesinato de Samuel Paty, un profesor en un suburbio al norte de París, reabrió viejas heridas en Francia, como las que dejaron los ataques terroristas de extremistas musulmanes en 2015, que comenzaron en las oficinas de la revista satírica Charlie Hebdo.Al igual que los asesinatos de hace un lustro, el caso de Paty fue visto como un ataque a uno de los pilares principales de la república francesa: la libertad de expresión.Miles protestaron el fin de semana para condenar la decapitación del maestro. Y los políticos, especialmente de derecha, hicieron sonar las alarmas contra ""el enemigo interno"", en referencia a los musulmanes radicalizados.   ",https://www.reforma.com/libre/online07/aplicacionEI/webview/iWebView.aspx?Coleccion=1066&folio=2190024&TipoTrans=8
